Close (BTC),Volume (BTC),Close (ETH),Volume (ETH),Close (USDT),Volume (USDT),Close (BNB),Volume (BNB)
110783.1640625,72574132855,3987.45947265625,50462889453,1.000586986541748,170147938778,1162.6917724609375,5853929585
108186.0390625,87306423067,3894.75439453125,49147390731,1.0001649856567383,183807551756,1145.8253173828125,5605348340
106467.7890625,99703051669,3832.558837890625,57404271888,1.00033700466156,204241479578,1071.9630126953125,6656427568
107198.265625,37779905278,3890.34619140625,23815676385,1.000311017036438,92433050492,1093.1524658203125,3767783165
108666.7109375,47657008953,3984.649658203125,32870655221,1.0004010200500488,113441520509,1109.6800537109375,3690436753
110588.9296875,63507793085,3980.76025390625,40224612563,1.0003750324249268,140035880063,1101.0616455078125,4209252745
108476.890625,101194375480,3876.76416015625,49960290350,1.0004620552062988,189249929340,1057.4404296875,4398689427
107688.5859375,80807013218,3808.122314453125,46173305673,1.0001879930496216,164510413668,1072.0479736328125,3625757780
110069.7265625,54944076060,3856.0263671875,36361652714,1.0005199909210205,129632145103,1127.572998046875,5661131703
111033.921875,48160816980,3934.5673828125,34090708715,1.0003039836883545,119470709578,1109.148681640625,3451758493
111641.7265625,24707667305,3953.470947265625,15245229017,1.0001230239868164,69239633414,1116.7412109375,2230311136
114472.4453125,41708524143,4157.9892578125,29120786315,1.000033974647522,102374273854,1137.5869140625,2746697366
114119.328125,61761358733,4120.1220703125,40271333201,0.9999619722366333,141545257932,1139.7459716796875,4501355092
112956.1640625,64528066504,3982.262451171875,39684155177,1.0002690553665161,130159595314,1103.144775390625,4178047763
110055.3046875,62192043469,3903.35302734375,35255876156,1.0002069473266602,137767365340,1107.163330078125,4169218996
108305.546875,69673964814,3804.375244140625,39981939289,0.9998959898948669,153545488789,1078.6114501953125,4153774666
109556.1640625,60090359560,3847.080322265625,37800100395,0.999576985836029,135248715842,1088.9554443359375,4399392720
110064.015625,25871668762,3874.18798828125,17490279524,0.9996640086174011,74530426678,1094.642333984375,2138185589
110639.625,34284209459,3911.063232421875,20479611654,1.0000660419464111,87990855403,1084.35986328125,2049912244
106547.5234375,72852006359,3602.30810546875,53091469560,0.9998530149459839,176871325526,992.535400390625,4849653054
101590.5234375,110967184773,3292.574462890625,76827517773,0.9999819993972778,241475086413,937.8932495117188,5824529918
103891.8359375,77584934804,3425.171142578125,46955882330,0.9998909831047058,164615811246,959.9510498046875,3816276917
101301.2890625,63932752861,3312.2578125,36731850433,0.9996479749679565,136131315720,949.1804809570312,2798073439
103372.40625,92168030081,3435.301025390625,42609994022,0.9997280240058899,170699361657,990.5523681640625,3614944089
102282.1171875,51446691095,3400.3759765625,23613870398,0.9996569752693176,102848841858,990.2227172851562,2913804232
104719.640625,59679243013,3582.621337890625,28821543888,1.0000360012054443,106734150825,996.579833984375,2642212274
105996.59375,69585887229,3568.4599609375,35638045619,0.9996899962425232,136965192866,991.919677734375,2844075057
102997.46875,71130078574,3415.2822265625,39734688531,0.9997050166130066,139919777898,958.2657470703125,2696896367
101663.1875,64347179408,3413.09423828125,34898956623,0.9999480247497559,125966296267,953.010498046875,2405972144
99697.4921875,101546815416,3232.757080078125,50283416669,0.9994069933891296,167234230804,928.046630859375,3034452281
94397.7890625,114346441890,3103.78564453125,47003809463,0.9991289973258972,179708124711,915.3092651367188,3778463496
95549.1484375,38500716654,3166.63134765625,19932940649,0.9995309710502625,87346757339,932.201904296875,1963778260
94177.078125,71086235862,3092.847412109375,30987886524,0.9992619752883911,119937340292,927.2578735351562,2497118342
92093.875,94186165724,3024.538818359375,41026793235,0.998894989490509,158466587927,906.482421875,3757441490
92948.875,101333569062,3122.97900390625,41581494270,0.9995250105857849,156914958706,932.4823608398438,3623344375
91465.9921875,80350354656,3023.07080078125,40229739844,0.9990829825401306,142163447276,895.6196899414062,3254464199
86631.8984375,97970645638,2831.777587890625,43917885207,0.9996950030326843,162346571995,866.3438720703125,3038816761
85090.6875,129157506112,2765.69921875,51476486049,0.9994140267372131,211350842667,830.0787353515625,4772315493
84648.359375,40793099246,2767.607421875,15408928941,0.9994750022888184,80725438012,833.35107421875,2015396840
86805.0078125,58083435576,2801.676025390625,20358404499,0.9996799826622009,93113293579,843.2247924804688,1754920246
88270.5625,74433896110,2952.71337890625,32491657389,0.9996370077133179,119819578839,864.421142578125,2485800089
87341.890625,64837343545,2957.936279296875,23336017779,0.9995179772377014,102433262214,862.1080322265625,2007620452
90518.3671875,66496301869,3027.81201171875,21433162961,1.0000009536743164,102580658562,891.7533569335938,2040255309
91285.375,57040622845,3014.542236328125,16972780500,0.9999079704284668,84918880946,895.559814453125,1780660164
90919.265625,60895830289,3032.304443359375,20659958964,1.000175952911377,93695868523,887.6467895507812,2009647841
90851.7578125,37921773455,2991.685302734375,12775481230,1.0002330541610718,56449708485,873.6898803710938,1357539865
90394.3125,38497902869,2992.112548828125,11530446514,1.0001850128173828,58060684316,877.5767822265625,1452982911
86321.5703125,87962894424,2800.18896484375,36679598313,0.9999269843101501,136512854575,827.4053955078125,2778473663
91350.203125,78546798211,2997.939697265625,26593645111,1.0002959966659546,115617188862,877.03466796875,2264885312
93527.8046875,77650204986,3191.57177734375,29949301036,1.000501036643982,117032986206,921.7537231445312,2754777581
92141.625,64538402681,3134.31640625,27434991113,1.000236988067627,98585820418,900.0661010742188,2052379059
89387.7578125,63256398633,3024.432861328125,28000268228,1.0002319812774658,98818490719,884.2180786132812,1968850986
89272.375,37994042405,3040.207763671875,10962819760,1.0003390312194824,53315581787,890.5450439453125,1418385761
90405.640625,47394898960,3061.3017578125,20383496376,1.0003310441970825,72808424054,894.0222778320312,1779976227
90640.203125,57394099056,3125.197998046875,25262165670,1.0002720355987549,88136109201,897.6040649414062,1906067258
92691.7109375,66861721440,3321.114990234375,32012553374,1.0000849962234497,108124525756,898.8104248046875,2357057936
92020.9453125,65420694513,3325.39013671875,30694387989,1.0002800226211548,104582114546,894.650634765625,2429639422
92511.3359375,64532834621,3237.056884765625,29066243707,1.0002559423446655,101622304149,886.1666259765625,2524483059
90270.4140625,80275884583,3084.172607421875,24391003174,1.000080943107605,86394477161,881.8676147460938,1807202490
90298.7109375,64237748110,3116.6953125,9916869400,1.0002570152282715,46254432201,897.4295654296875,1472368344
88175.1796875,50465972205,3060.5947265625,15619543350,1.0001989603042603,57551567458,877.806884765625,1640570319
86419.78125,45559514323,2964.18310546875,28765976892,0.9998810291290283,96176642817,858.5451049804688,2222157806
87843.984375,41262178223,2964.180908203125,22709189818,0.9998850226402283,84425789643,874.8990478515625,2379705373
86143.7578125,44243392914,2831.403564453125,26159825528,0.9996240139007568,92047938306,842.93017578125,2968394043
85462.5078125,52667115348,2827.069091796875,29194181349,0.9995030164718628,105998238214,829.3011474609375,3195634004
88103.3828125,46733310561,2977.970703125,27870687989,0.9994630217552185,101816687768,855.9432983398438,5429911683
88344.0,14688196659,2977.58251953125,7612418215,0.9996330142021179,45991860432,853.586181640625,1374684930
88621.75,19845522660,3001.61376953125,11178096676,0.9997239708900452,58117509263,857.8892211914062,1501917010
88490.015625,38047472118,3006.07373046875,20342034264,0.9993979930877686,84644391342,857.857421875,1959463444
87414.0,43683011533,2963.3740234375,21453213168,0.9994919896125793,77238853787,843.7714233398438,1696809904
87611.9609375,25550297986,2945.590576171875,13984770325,0.9993249773979187,62404214627,846.2596435546875,1535799969
